Frame,FrameTime_ms,Cubes
948,3.1817,5
949,3.5658,5
950,3.0241,5
951,3.8919,5
952,2.6921,5
953,3.3974,5
954,2.5996,5
955,3.8973,5
956,2.8081,5
957,3.4808,5
958,2.9075,5
959,3.1048,5
960,3.7794,5
961,3.3171,5
962,2.8424,5
963,2.9687,5
964,3.6939,5
965,2.5577,5
966,3.9526,5
967,2.9219,5
968,3.55,5
969,2.5921,5
970,3.3276,5
971,3.7383,5
972,2.8641,5
973,3.5371,5
974,2.5739,5
975,3.1164,5
976,3.5193,5
977,3.809,5
978,2.8977,5
979,3.7173,5
980,2.4449,5
981,3.1367,5
982,4.0568,5
983,2.7697,5
984,3.4967,5
985,2.6519,5
986,3.5475,5
987,3.4496,5
988,4.3428,5
989,1.9577,5
990,3.2128,5
991,2.9055,5
992,4.6902,5
993,2.1367,5
994,3.0815,5
995,3.663,5
996,2.5613,5
997,4.2862,5
998,2.7274,5
999,3.3585,5
1000,2.6298,5
1001,3.1878,5
1002,4.0537,5
1003,2.8788,5
1004,3.8297,5
1005,2.3519,5
1006,3.9723,5
1007,3.1341,5
1008,2.4239,5
1009,3.2618,5
1010,3.6091,5
1011,2.5557,5
1012,4.4592,5
1013,2.6156,5
1014,3.3533,5
1015,3.5551,5
1016,2.8417,5
1017,3.3555,5
1018,3.125,5
1019,3.731,5
1020,2.6136,5
1021,3.4975,5
1022,2.6294,5
1023,3.6519,5
1024,2.5896,5
1025,4.7424,5
1026,1.8668,5
1027,3.0948,5
1028,4.1336,5
1029,2.6227,5
1030,3.6481,5
1031,2.5415,5
1032,3.5915,5
1033,3.769,5
1034,3.6287,5
1035,2.4986,5
1036,2.6622,5
1037,3.641,5
1038,3.4459,5
1039,3.3106,5
1040,2.5421,5
1041,3.6253,5
1042,2.6054,5
1043,3.9347,5
1044,3.0912,5
1045,3.6484,5
1046,2.5465,5
1047,3.2016,5
1048,3.7417,5
1049,3.3135,5
1050,3.9083,5
1051,2.4767,5
1052,3.6839,5
1053,3.381,5
1054,3.1319,5
1055,2.9432,5
1056,3.0859,5
1057,3.065,5
1058,3.101,5
1059,4.6665,5
1060,2.5007,5
1061,3.1045,5
1062,3.3573,5
1063,4.1442,5
1064,2.276,5
1065,3.3891,5
1066,2.9382,5
1067,4.2658,5
1068,1.9368,5
1069,4.0493,5
1070,2.7115,5
1071,3.0988,5
1072,3.9775,5
1073,2.2621,5
1074,3.747,5
1075,3.0542,5
1076,3.6427,5
1077,2.5317,5
1078,3.6492,5
1079,3.0478,5
1080,2.5785,5
1081,4.2385,5
1082,2.3475,5
1083,3.6176,5
1084,2.5802,5
1085,4.4866,5
1086,2.7202,5
1087,3.6508,5
1088,2.5259,5
1089,3.2402,5
1090,4.2385,5
1091,3.5065,5
1092,2.341,5
1093,3.0689,5
1094,4.2851,5
1095,2.4994,5
1096,3.4198,5
1097,2.9214,5
1098,3.2492,5
1099,2.9428,5
1100,4.3093,5
1101,2.5784,5
1102,3.2431,5
1103,2.8902,5
1104,3.0723,5
1105,3.6921,5
1106,3.0953,5
1107,3.0882,5
1108,3.0786,5
1109,3.4013,5
1110,2.9492,5
1111,3.9213,5
1112,3.2729,5
1113,3.076,5
1114,3.0887,5
1115,3.6496,5
1116,3.2393,5
1117,3.065,5
1118,3.3406,5
1119,2.8468,5
1120,3.6283,5
1121,3.236,5
1122,3.066,5
1123,3.0678,5
1124,3.0638,5
1125,3.0818,5
1126,3.391,5
1127,3.4152,5
1128,2.8032,5
1129,3.0253,5
1130,3.0728,5
1131,3.6544,5
1132,3.1463,5
1133,3.0832,5
1134,3.0631,5
1135,3.0755,5
1136,3.5183,5
1137,3.606,5
1138,2.857,5
1139,2.9895,5
1140,3.0507,5
1141,3.7096,5
1142,3.1188,5
1143,3.0711,5
1144,3.0785,5
1145,3.1731,5
1146,3.4277,5
1147,3.7506,5
1148,3.1935,5
1149,3.0813,5
1150,3.0812,5
1151,3.0941,5
1152,3.5602,5
1153,3.0934,5
1154,3.0729,5
1155,3.0635,5
1156,3.0478,5
1157,2.8168,5
1158,3.0559,5
1159,3.6561,5
1160,3.0514,5
1161,3.2635,5
1162,3.5064,5
1163,3.2337,5
1164,3.3461,5
1165,3.4393,5
1166,3.3157,5
1167,3.3839,5
1168,3.2787,5
1169,3.1166,5
1170,3.0751,5
1171,3.1167,5
1172,3.5818,5
1173,3.2291,5
1174,3.1883,5
1175,3.3485,5
1176,2.7965,5
1177,2.9974,5
1178,3.1797,5
1179,3.4252,5
1180,3.1018,5
1181,3.0391,5
1182,3.1976,5
1183,3.9228,5
1184,7.0329,5
1185,2.6262,5
1186,3.0308,5
1187,4.379,5
1188,2.5223,5
1189,3.5863,5
1190,2.5539,5
1191,3.4715,5
1192,4.3467,5
1193,2.6091,5
1194,3.5939,5
1195,2.5704,5
1196,3.3838,5
1197,3.261,5
1198,3.52,5
1199,2.7743,5
1200,3.4279,5
1201,2.6977,5
1202,4.949,5
1203,16.753,5
1204,1.9364,5
1205,3.2446,5
1206,2.9009,5
1207,3.5143,5
1208,3.7744,5
1209,2.8164,5
1210,2.6036,5
1211,3.0465,5
1212,3.4457,5
1213,2.8095,5
1214,4.4497,5
1215,2.6281,5
1216,3.3831,5
1217,2.7552,5
1218,4.1396,5
1219,2.7868,5
1220,2.9672,5
1221,3.3377,5
1222,2.6646,5
1223,3.4819,5
1224,3.2966,5
1225,3.5731,5
1226,2.7058,5
1227,3.7825,5
1228,2.4266,5
1229,3.8079,5
1230,2.8671,5
1231,3.0613,5
1232,3.4256,5
1233,2.6991,5
1234,4.0141,5
1235,2.8301,5
1236,3.2575,5
1237,2.921,5
1238,3.4392,5
1239,3.2329,5
1240,2.8536,5
1241,3.4858,5
1242,2.7618,5
1243,3.4486,5
1244,2.807,5
1245,4.4718,5
1246,2.9044,5
1247,3.2384,5
1248,2.5801,5
1249,3.7971,5
1250,2.9074,5
1251,3.2475,5
1252,3.3624,5
1253,2.7211,5
1254,3.4096,5
1255,3.7298,5
1256,3.0722,5
1257,2.7335,5
1258,3.3818,5
1259,2.7657,5
1260,4.2593,5
1261,2.4067,5
1262,3.0637,5
1263,3.4632,5
1264,2.6916,5
1265,3.9235,5
1266,2.6767,5
1267,3.423,5
1268,2.6676,5
1269,3.1426,5
1270,3.3008,5
1271,3.3987,5
1272,3.2354,5
1273,3.0747,5
1274,4.139,5
1275,2.11,5
1276,3.6991,5
1277,3.172,5
1278,3.6446,5
1279,2.7034,5
1280,3.1789,5
1281,4.7196,5
1282,2.7321,5
1283,3.3792,5
1284,3.2462,5
1285,2.9012,5
1286,3.7438,5
1287,3.2719,5
1288,3.1573,5
1289,3.144,5
1290,3.1142,5
1291,3.7749,5
1292,3.6335,5
1293,2.8425,5
1294,3.1482,5
1295,3.1733,5
1296,3.5648,5
1297,3.2893,5
1298,3.6577,5
1299,2.4941,5
1300,3.6677,5
1301,3.219,5
1302,4.1694,5
1303,2.2235,5
1304,3.3775,5
1305,2.972,5
1306,4.2612,5
1307,2.9006,5
1308,3.6093,5
1309,2.5648,5
1310,3.1428,5
1311,4.4509,5
1312,2.5021,5
1313,3.1011,5
1314,3.1183,5
1315,3.1469,5
1316,3.8452,5
1317,3.0915,5
1318,3.136,5
1319,3.691,5
1320,2.9385,5
1321,3.9522,5
1322,2.7107,5
1323,3.1156,5
1324,3.142,5
1325,3.4424,5
1326,3.5501,5
1327,3.2838,5
1328,3.1545,5
1329,3.4639,5
1330,2.8426,5
1331,3.4061,5
1332,4.0214,5
1333,3.2631,5
1334,3.3777,5
1335,2.9063,5
1336,4.3648,5
1337,2.6001,5
1338,4.0549,5
1339,2.2313,5
1340,3.1127,5
1341,4.286,5
1342,2.7276,5
1343,3.6769,5
1344,2.6688,5
1345,3.4919,5
1346,3.6919,5
1347,3.3644,5
1348,2.4659,5
1349,3.0333,5
1350,3.1574,5
1351,3.4235,5
1352,3.6007,5
1353,2.8677,5
1354,3.7438,5
1355,2.6339,5
1356,4.5418,5
1357,2.6716,5
1358,3.7422,5
1359,2.5078,5
1360,3.674,5
1361,2.6448,5
1362,4.3026,5
1363,2.8171,5
1364,3.1317,5
1365,4.2589,5
1366,2.0832,5
1367,4.0821,5
1368,2.8325,5
1369,3.5602,5
1370,2.6906,5
1371,3.5816,5
1372,3.7983,5
1373,3.2878,5
1374,2.716,5
1375,3.8043,5
1376,2.7348,5
1377,3.8106,5
1378,2.6639,5
1379,3.0828,5
1380,3.545,5
1381,3.0564,5
1382,3.1114,5
1383,3.9034,5
1384,3.2666,5
1385,3.0417,5
1386,2.8594,5
1387,3.7948,5
1388,3.209,5
1389,3.0639,5
1390,3.0734,5
1391,3.0488,5
1392,3.6293,5
1393,3.4363,5
1394,2.9023,5
1395,3.0283,5
1396,3.0514,5
1397,3.6137,5
1398,3.2157,5
1399,3.0655,5
1400,3.0739,5
1401,3.0572,5
1402,4.7548,5
1403,3.1609,5
1404,3.0203,5
1405,3.1006,5
1406,3.053,5
1407,3.5106,5
1408,3.217,5
1409,3.2205,5
1410,2.9304,5
1411,3.0376,5
1412,3.2779,5
1413,3.2271,5
1414,2.9868,5
1415,3.0963,5
1416,3.0177,5
1417,3.093,5
1418,3.4004,5
1419,3.2224,5
1420,3.0663,5
1421,3.3865,5
1422,2.7852,5
1423,3.4931,5
1424,3.1893,5
1425,3.0774,5
1426,3.0641,5
1427,3.0632,5
1428,3.4372,5
1429,3.2406,5
1430,3.0656,5
1431,3.2562,5
1432,2.9061,5
1433,3.0299,5
1434,3.4338,5
1435,3.137,5
1436,3.0555,5
1437,3.0611,5
1438,3.0605,5
1439,3.4721,5
1440,3.4013,5
1441,2.8917,5
1442,3.0256,5
1443,3.0652,5
1444,3.4313,5
1445,3.2187,5
1446,3.0656,5
1447,3.064,5
1448,3.059,5
1449,3.4279,5
1450,3.4118,5
1451,2.9254,5
1452,3.0382,5
1453,3.0971,5
1454,3.0186,5
1455,3.6732,5
1456,3.1771,5
1457,3.0877,5
1458,3.0987,5
1459,3.2464,5
1460,2.946,5
1461,3.1843,5
1462,3.0864,5
1463,3.2975,5
1464,3.0942,5
1465,3.4563,5
1466,3.1411,5
1467,3.08,5
1468,3.2946,5
1469,3.6895,5
1470,3.5554,5
1471,2.6495,5
1472,2.9794,5
1473,3.3519,5
1474,2.7684,5
1475,3.4623,5
1476,3.1341,5
1477,3.311,5
1478,3.4089,5
1479,2.9271,5
1480,3.2893,5
1481,3.8433,5
1482,2.9718,5
1483,2.6949,5
1484,3.449,5
1485,2.7398,5
1486,3.8278,5
1487,2.8532,5
1488,3.0816,5
1489,3.6634,5
1490,2.5468,5
1491,3.8197,5
1492,2.8964,5
1493,3.3318,5
1494,2.8339,5
1495,3.4693,5
1496,3.4844,5
1497,2.9494,5
1498,3.5454,5
1499,2.6186,5
1500,3.4235,5
1501,3.1722,5
1502,3.4675,5
1503,2.7886,5
1504,3.6843,5
1505,2.5105,5
1506,3.0917,5
1507,3.6321,5
1508,3.1106,5
1509,3.3167,5
1510,2.8991,5
