Frame,FrameTime_ms,Cubes
441,5.56,10
442,5.5616,10
443,5.6839,10
444,5.5112,10
445,6.6987,10
446,4.8098,10
447,4.9457,10
448,5.2358,10
449,5.821,10
450,5.4678,10
451,5.297,10
452,5.7174,10
453,5.7507,10
454,5.3309,10
455,5.295,10
456,5.6789,10
457,5.3482,10
458,6.1345,10
459,6.7712,10
460,4.2505,10
461,5.14,10
462,6.1168,10
463,5.4825,10
464,6.1498,10
465,5.6311,10
466,5.2212,10
467,5.9312,10
468,5.4953,10
469,5.2573,10
470,6.2394,10
471,5.9014,10
472,6.1521,10
473,4.8238,10
474,5.4545,10
475,5.2921,10
476,5.8155,10
477,5.4069,10
478,5.2485,10
479,6.1101,10
480,5.4203,10
481,5.7244,10
482,5.4324,10
483,5.1995,10
484,5.3312,10
485,5.8821,10
486,5.4872,10
487,5.2317,10
488,5.7826,10
489,5.4225,10
490,5.3505,10
491,5.8767,10
492,5.8192,10
493,5.2274,10
494,5.6332,10
495,5.5267,10
496,5.3168,10
497,5.9284,10
498,5.5174,10
499,5.2896,10
500,6.317,10
501,5.5411,10
502,5.8837,10
503,5.469,10
504,5.3075,10
505,5.814,10
506,5.4625,10
507,5.4109,10
508,5.704,10
509,5.6261,10
510,5.3294,10
511,5.3245,10
512,5.9171,10
513,5.257,10
514,5.3247,10
515,5.8564,10
516,5.3195,10
517,5.4247,10
518,5.4646,10
519,5.2545,10
520,6.3026,10
521,5.5447,10
522,5.2421,10
523,6.1222,10
524,6.2495,10
525,8.5169,10
526,5.9891,10
527,5.4513,10
528,5.2696,10
529,5.9483,10
530,5.4416,10
531,5.2796,10
532,5.9576,10
533,5.4292,10
534,5.2057,10
535,6.0981,10
536,5.6373,10
537,5.364,10
538,5.8306,10
539,5.4565,10
540,5.375,10
541,5.8054,10
542,5.57,10
543,5.2672,10
544,6.37,10
545,15.5464,10
546,5.0729,10
547,5.607,10
548,5.3115,10
549,5.1603,10
550,6.0556,10
551,6.01,10
552,5.3954,10
553,5.1856,10
554,5.8334,10
555,5.3988,10
556,5.5899,10
557,5.5286,10
558,5.3202,10
559,5.2495,10
560,5.6559,10
561,5.4059,10
562,5.1927,10
563,5.6874,10
564,5.6436,10
565,4.9219,10
566,5.7249,10
567,5.5383,10
568,4.9002,10
569,5.6842,10
570,5.4591,10
571,5.1105,10
572,5.6524,10
573,5.3728,10
574,5.1049,10
575,5.729,10
576,5.2909,10
577,5.1943,10
578,5.6354,10
579,5.3169,10
580,5.1624,10
581,5.6582,10
582,5.3298,10
583,5.1599,10
584,5.4862,10
585,5.2532,10
586,5.186,10
587,5.1448,10
588,5.5512,10
589,5.4195,10
590,5.4371,10
591,5.3607,10
592,5.6463,10
593,5.5115,10
594,4.9425,10
595,5.3803,10
596,5.1252,10
597,5.6513,10
598,5.3418,10
599,5.5112,10
600,5.4154,10
601,5.272,10
602,5.1321,10
603,5.631,10
604,5.3622,10
605,5.2019,10
606,5.6104,10
607,5.3143,10
608,5.2012,10
609,5.6844,10
610,5.4435,10
611,5.018,10
612,6.723,10
613,5.3876,10
614,5.2156,10
615,5.5631,10
616,5.359,10
617,5.105,10
618,5.6942,10
619,5.3435,10
620,5.1685,10
621,5.6531,10
622,5.3226,10
623,5.1651,10
624,5.1271,10
625,6.2473,10
626,4.4078,10
627,5.2024,10
628,5.6694,10
629,5.2707,10
630,5.1622,10
631,6.6533,10
632,5.3847,10
633,5.1715,10
634,5.4217,10
635,5.4289,10
636,5.0859,10
637,5.5378,10
638,5.4517,10
639,5.0324,10
640,5.6839,10
641,5.3472,10
642,5.1312,10
643,5.5252,10
644,5.4185,10
645,5.1194,10
646,5.1606,10
647,5.7693,10
648,5.1465,10
649,5.4839,10
650,5.3526,10
651,5.1416,10
652,5.5161,10
653,5.3471,10
654,5.145,10
655,5.1827,10
656,5.5749,10
657,5.1014,10
658,5.13,10
659,5.6274,10
660,5.2748,10
661,5.1852,10
662,5.6865,10
663,5.2664,10
664,5.2122,10
665,5.6153,10
666,5.3757,10
667,5.1503,10
668,5.6189,10
669,5.3497,10
670,5.1567,10
671,6.521,10
672,5.4053,10
673,5.1665,10
674,5.7605,10
675,5.2784,10
676,5.6113,10
677,5.2125,10
678,5.3362,10
679,5.1726,10
680,5.4832,10
681,5.3354,10
682,5.1446,10
683,5.6427,10
684,5.331,10
685,5.1385,10
686,5.5742,10
687,5.2997,10
688,5.1545,10
689,5.2066,10
690,5.6001,10
691,5.3705,10
692,5.2739,10
693,5.4887,10
694,5.3379,10
695,5.1497,10
696,5.5546,10
697,5.3493,10
698,5.1383,10
699,5.0725,10
700,5.3811,10
701,5.1165,10
702,5.9006,10
703,5.3173,10
704,5.1889,10
705,5.8806,10
706,5.3411,10
707,5.123,10
708,5.656,10
709,5.3313,10
710,5.1644,10
711,5.6412,10
712,5.3075,10
713,5.1746,10
714,5.5402,10
715,5.3415,10
716,5.1338,10
717,5.5908,10
718,5.436,10
719,5.0939,10
720,6.4765,10
721,4.4853,10
722,5.9691,10
723,5.5795,10
724,4.2976,10
725,5.2764,10
726,6.5526,10
727,4.2243,10
728,5.615,10
729,4.7669,10
730,6.4824,10
731,5.1685,10
732,5.1496,10
733,6.1403,10
734,4.1919,10
735,5.9703,10
736,4.7049,10
737,5.334,10
738,5.9889,10
739,4.975,10
740,4.9415,10
741,5.2903,10
742,5.5746,10
743,6.1224,10
744,4.9786,10
745,5.7931,10
746,4.4132,10
747,5.8686,10
748,4.9595,10
749,5.0825,10
750,6.063,10
751,4.6125,10
752,5.4126,10
753,4.988,10
754,5.7648,10
755,5.5927,10
756,5.5568,10
757,4.4419,10
758,6.3384,10
759,5.2838,10
760,4.9027,10
761,6.516,10
762,4.1404,10
763,5.7508,10
764,5.5184,10
765,4.7459,10
766,5.4894,10
767,5.7838,10
768,5.325,10
769,4.6095,10
770,5.8064,10
771,4.9283,10
772,5.8282,10
773,5.1724,10
774,5.4631,10
775,5.1386,10
776,4.7998,10
777,5.9988,10
778,5.286,10
779,4.6778,10
780,5.6386,10
781,4.8291,10
782,6.0397,10
783,5.2791,10
784,5.4641,10
785,4.4991,10
786,6.2508,10
787,5.3891,10
788,5.1182,10
789,6.1907,10
790,4.1264,10
791,5.7548,10
792,5.3425,10
793,4.8252,10
794,5.6565,10
795,5.191,10
796,5.5315,10
797,4.6105,10
798,5.6794,10
799,6.1711,10
800,5.0967,10
801,4.493,10
802,5.8416,10
803,5.9161,10
804,4.6933,10
805,6.4448,10
806,4.4675,10
807,5.6357,10
808,5.4073,10
809,4.7437,10
810,5.1909,10
811,5.7464,10
812,5.2297,10
813,5.5655,10
814,5.7575,10
815,4.8402,10
816,5.1163,10
817,5.6062,10
818,5.3699,10
819,5.1491,10
820,5.5764,10
821,5.3286,10
822,5.1499,10
823,5.6113,10
824,5.347,10
825,5.1819,10
826,5.2117,10
827,5.6603,10
828,4.9205,10
829,5.4007,10
830,5.4158,10
831,5.6272,10
832,5.1425,10
833,5.4292,10
834,5.612,10
835,4.8776,10
836,5.6464,10
837,5.5909,10
838,4.8961,10
839,5.6505,10
840,5.366,10
841,5.0948,10
842,5.7761,10
843,5.5207,10
844,4.8981,10
845,5.634,10
846,5.6642,10
847,5.2776,10
848,5.2649,10
849,5.7573,10
850,4.9934,10
851,5.3497,10
852,5.6578,10
853,5.1071,10
854,5.2754,10
855,5.619,10
856,5.1693,10
857,5.3317,10
858,5.4164,10
859,5.1753,10
860,5.1636,10
861,5.5506,10
862,5.4717,10
863,5.1133,10
864,5.5807,10
865,5.3894,10
866,5.218,10
867,5.585,10
868,5.3826,10
869,5.2046,10
870,5.5956,10
871,5.3391,10
872,5.1837,10
873,5.6484,10
874,5.3186,10
875,5.1884,10
876,5.6956,10
877,5.3788,10
878,5.1424,10
879,5.6699,10
880,5.3737,10
881,5.5846,10
882,5.1684,10
883,5.3714,10
884,5.2028,10
885,5.5434,10
886,5.0987,10
887,5.172,10
888,5.206,10
889,5.6195,10
890,5.154,10
891,5.5077,10
892,5.0334,10
893,5.0376,10
894,5.5668,10
895,5.7249,10
896,5.4238,10
897,5.094,10
898,5.6602,10
899,5.3784,10
900,5.0793,10
901,5.6599,10
902,5.3626,10
903,5.1861,10
904,5.5832,10
905,5.3556,10
906,5.1763,10
907,5.6613,10
908,5.411,10
909,5.1565,10
910,5.6622,10
911,5.3448,10
912,5.1423,10
913,5.6694,10
914,5.3687,10
915,5.1634,10
916,5.6272,10
917,5.3562,10
918,5.1547,10
919,5.5048,10
920,5.2782,10
921,5.5249,10
922,5.0525,10
923,5.4332,10
924,5.504,10
925,5.3158,10
926,5.4413,10
927,5.7392,10
928,4.9342,10
929,5.6455,10
930,5.7414,10
931,4.837,10
932,5.6939,10
933,5.726,10
934,5.1458,10
935,5.3757,10
936,5.3908,10
937,5.5055,10
938,5.3175,10
939,5.579,10
940,4.9456,10
941,5.6619,10
942,5.6564,10
943,4.8849,10
944,5.4962,10
945,5.3029,10
946,5.0842,10
947,5.2049,10
948,5.2447,10
949,5.8144,10
950,5.6222,10
951,5.3464,10
952,5.1981,10
953,5.4934,10
954,5.347,10
955,5.1878,10
956,5.1766,10
957,5.6585,10
958,5.2945,10
959,5.1991,10
960,5.6207,10
961,5.3884,10
962,5.1703,10
963,5.6754,10
964,5.3842,10
965,5.1715,10
966,5.8247,10
967,5.3194,10
968,5.1834,10
969,5.7371,10
970,5.3438,10
971,5.1638,10
972,5.6962,10
973,5.3283,10
974,5.168,10
975,5.6441,10
976,5.3224,10
977,5.1879,10
978,5.6798,10
979,5.3513,10
980,5.1526,10
981,5.5316,10
982,5.4223,10
983,5.13,10
984,5.6094,10
985,5.8975,10
986,4.6636,10
987,5.6449,10
988,5.1407,10
989,5.5906,10
990,4.5503,10
991,6.3209,10
992,5.3691,10
993,4.5043,10
994,6.2475,10
995,5.4907,10
996,5.119,10
997,4.9789,10
998,5.2866,10
999,6.0046,10
1000,5.2835,10
1001,5.1867,10
1002,4.8849,10
1003,6.2767,10
1004,5.3349,10
1005,5.2156,10
1006,4.9943,10
1007,5.2734,10
1008,5.1687,10
1009,5.6559,10
1010,5.3522,10
1011,5.1806,10
1012,5.6858,10
1013,5.3348,10
1014,5.1792,10
1015,5.6,10
1016,5.3618,10
1017,5.2209,10
1018,5.4544,10
1019,5.3576,10
1020,5.4908,10
1021,5.1013,10
1022,5.4659,10
1023,5.6737,10
1024,4.9041,10
1025,5.6533,10
1026,5.6043,10
1027,4.8428,10
1028,5.724,10
1029,5.5541,10
1030,4.903,10
1031,5.7973,10
1032,5.8683,10
1033,5.0126,10
1034,5.1513,10
1035,5.2669,10
1036,5.5943,10
1037,5.1709,10
1038,5.2993,10
1039,5.175,10
1040,5.6144,10
1041,5.3351,10
1042,5.1058,10
1043,5.5022,10
1044,5.2679,10
1045,5.1555,10
1046,5.4781,10
1047,5.3728,10
1048,6.2194,10
1049,4.577,10
1050,5.4454,10
1051,4.9824,10
1052,6.1245,10
1053,4.8786,10
1054,5.5323,10
1055,4.8399,10
1056,6.4381,10
1057,5.2373,10
1058,4.8934,10
1059,6.6128,10
1060,4.2384,10
1061,5.8469,10
1062,5.5705,10
1063,5.2794,10
1064,4.7944,10
1065,6.1263,10
1066,5.5431,10
1067,5.2164,10
1068,5.658,10
1069,5.4808,10
1070,5.103,10
1071,5.3204,10
1072,4.724,10
1073,5.8885,10
1074,5.1206,10
1075,5.4077,10
1076,4.8051,10
1077,6.3984,10
1078,5.7893,10
1079,4.5131,10
1080,6.0999,10
1081,5.4793,10
1082,5.0856,10
1083,5.0928,10
1084,5.295,10
1085,5.2488,10
1086,5.2231,10
1087,5.6949,10
1088,5.401,10
1089,5.2378,10
1090,5.5309,10
1091,5.2699,10
1092,5.1889,10
1093,5.7608,10
1094,5.7956,10
1095,4.8765,10
1096,5.5678,10
1097,5.3936,10
1098,5.1915,10
1099,5.7143,10
1100,5.5009,10
1101,5.5815,10
1102,5.338,10
1103,5.621,10
1104,4.9596,10
1105,5.7063,10
1106,5.3887,10
1107,5.2041,10
1108,5.713,10
1109,5.436,10
1110,5.6281,10
1111,5.2609,10
1112,5.7179,10
1113,5.1477,10
1114,5.4059,10
1115,5.6071,10
1116,4.9899,10
1117,5.5245,10
1118,5.4634,10
1119,5.5031,10
1120,5.3656,10
1121,5.3474,10
1122,5.1832,10
1123,5.773,10
1124,5.3808,10
1125,5.206,10
1126,5.6,10
1127,5.3758,10
1128,5.245,10
1129,5.2368,10
1130,5.6911,10
1131,5.4106,10
1132,5.2474,10
1133,5.6703,10
1134,5.3856,10
1135,5.3639,10
1136,5.5289,10
1137,5.4045,10
1138,5.2026,10
1139,5.7245,10
1140,5.4381,10
1141,5.2512,10
1142,5.6056,10
1143,5.5532,10
1144,5.1624,10
1145,5.609,10
1146,5.3742,10
1147,5.2541,10
1148,5.6672,10
1149,5.4043,10
1150,5.2057,10
1151,5.5784,10
1152,5.3355,10
1153,5.1776,10
1154,5.9753,10
1155,5.3011,10
1156,5.1145,10
1157,5.7046,10
1158,5.3757,10
1159,5.1498,10
1160,5.6051,10
1161,5.8291,10
1162,4.7202,10
1163,5.4978,10
1164,5.4497,10
1165,5.1924,10
1166,5.6887,10
1167,5.3942,10
1168,5.1713,10
1169,5.3186,10
1170,5.71,10
1171,5.3821,10
1172,5.2518,10
1173,5.6659,10
1174,5.3833,10
1175,5.2501,10
1176,5.5448,10
1177,5.421,10
1178,5.2119,10
1179,5.7158,10
1180,5.3655,10
1181,5.2565,10
1182,5.7,10
1183,5.3964,10
1184,5.214,10
1185,5.7202,10
1186,5.4121,10
1187,5.2253,10
1188,5.7241,10
1189,5.4306,10
1190,5.2307,10
1191,5.729,10
1192,5.4328,10
1193,5.198,10
1194,5.7156,10
1195,5.3944,10
1196,5.2118,10
1197,5.6961,10
1198,5.4746,10
1199,5.22,10
1200,5.8209,10
1201,5.4115,10
1202,5.2479,10
1203,5.705,10
1204,5.4814,10
1205,5.7245,10
1206,5.2848,10
1207,5.7073,10
1208,4.9589,10
1209,5.5321,10
1210,5.3714,10
1211,5.199,10
1212,5.6,10
1213,5.4417,10
1214,5.2063,10
1215,5.6666,10
1216,5.4267,10
1217,5.1967,10
1218,5.2099,10
1219,5.5826,10
1220,5.2034,10
1221,5.2323,10
1222,5.6878,10
1223,5.3839,10
1224,5.3527,10
1225,5.5219,10
1226,5.3794,10
1227,5.2355,10
1228,5.7161,10
1229,5.6909,10
1230,4.9159,10
1231,5.6742,10
1232,5.3438,10
1233,5.2112,10
1234,5.6572,10
1235,5.4281,10
1236,5.2945,10
1237,5.5619,10
1238,5.328,10
1239,5.1831,10
1240,5.7446,10
1241,5.3952,10
1242,5.1726,10
1243,5.6611,10
1244,5.3788,10
1245,5.2493,10
1246,5.6025,10
1247,5.6402,10
1248,5.0169,10
1249,5.5028,10
1250,5.3701,10
1251,5.1791,10
1252,5.4884,10
1253,5.2759,10
1254,5.5325,10
1255,4.8696,10
1256,6.1414,10
1257,4.2115,10
1258,5.1685,10
1259,5.6059,10
1260,5.5982,10
1261,4.9629,10
1262,5.6095,10
1263,5.4187,10
1264,5.1642,10
1265,6.2752,10
1266,4.9641,10
1267,5.1104,10
1268,5.6983,10
1269,5.0657,10
1270,5.164,10
1271,5.6317,10
1272,5.3151,10
1273,5.1597,10
1274,5.6457,10
1275,5.3322,10
1276,5.1313,10
1277,5.73,10
1278,5.2286,10
1279,5.2829,10
1280,5.4166,10
1281,5.3748,10
1282,5.1399,10
1283,5.4791,10
1284,5.2446,10
1285,5.1567,10
1286,5.1839,10
1287,5.6193,10
1288,5.34,10
1289,5.1655,10
1290,5.7153,10
1291,5.283,10
1292,5.1016,10
1293,5.6989,10
1294,5.3696,10
1295,5.1376,10
1296,5.6436,10
1297,5.3359,10
1298,5.5862,10
1299,5.3137,10
1300,5.2755,10
1301,5.256,10
1302,5.537,10
1303,5.3364,10
1304,5.1672,10
1305,5.5132,10
1306,5.363,10
1307,5.1427,10
1308,5.5861,10
1309,5.3472,10
1310,5.1472,10
1311,5.4906,10
1312,5.2544,10
1313,5.1315,10
1314,5.1937,10
1315,5.6353,10
1316,5.4098,10
1317,5.2351,10
1318,5.6073,10
1319,5.3956,10
1320,5.1577,10
1321,5.6241,10
1322,5.405,10
1323,5.1668,10
1324,5.715,10
1325,5.2657,10
1326,5.1465,10
1327,5.6026,10
1328,5.4414,10
1329,5.1565,10
1330,5.6496,10
1331,5.3896,10
1332,5.158,10
1333,5.6198,10
1334,5.4014,10
1335,5.1463,10
1336,5.6919,10
1337,5.317,10
1338,5.113,10
1339,5.5128,10
1340,5.2251,10
1341,5.1325,10
1342,5.4608,10
1343,5.3339,10
1344,5.18,10
1345,5.1176,10
1346,5.5436,10
1347,5.248,10
1348,5.1335,10
1349,5.5889,10
1350,5.3661,10
1351,5.1282,10
1352,5.6364,10
1353,5.311,10
1354,5.1698,10
1355,5.6702,10
1356,5.3016,10
1357,5.0981,10
1358,5.6889,10
1359,5.3924,10
1360,5.0597,10
1361,5.5908,10
1362,5.3758,10
1363,5.0861,10
1364,5.6264,10
1365,5.2635,10
1366,5.2515,10
1367,5.4336,10
1368,5.348,10
1369,5.0941,10
1370,5.5859,10
1371,5.3555,10
1372,5.0933,10
1373,5.1238,10
1374,5.7266,10
1375,5.3408,10
1376,5.1183,10
1377,5.542,10
1378,5.4306,10
1379,5.1755,10
1380,5.6126,10
1381,5.2555,10
1382,5.2335,10
1383,5.5622,10
1384,5.5993,10
1385,4.9163,10
1386,5.7539,10
1387,5.3208,10
1388,5.1505,10
1389,5.6289,10
1390,5.3,10
1391,5.3777,10
1392,5.3359,10
1393,5.2668,10
1394,5.1394,10
1395,5.4842,10
1396,5.2394,10
1397,5.5199,10
1398,4.7474,10
1399,5.6798,10
1400,5.3238,10
1401,5.1845,10
1402,6.0076,10
1403,4.9681,10
1404,5.1011,10
1405,5.608,10
1406,5.6011,10
1407,4.854,10
1408,5.8266,10
1409,5.0675,10
1410,5.0783,10
1411,5.6498,10
1412,5.3352,10
1413,5.1786,10
1414,5.844,10
1415,5.0442,10
1416,5.0687,10
1417,5.6066,10
1418,5.3298,10
1419,5.0714,10
1420,6.0353,10
1421,5.1555,10
1422,4.814,10
1423,5.5808,10
1424,5.3217,10
1425,5.1346,10
1426,5.1354,10
1427,5.5792,10
1428,5.3313,10
1429,5.136,10
1430,5.5987,10
1431,5.2872,10
1432,5.1046,10
1433,5.6532,10
1434,5.3183,10
1435,5.1148,10
1436,5.5822,10
1437,5.3312,10
1438,5.1597,10
1439,5.5268,10
1440,5.3027,10
1441,5.1005,10
1442,5.5566,10
1443,5.3292,10
1444,4.5826,10
1445,5.0979,10
1446,5.2436,10
1447,5.4462,10
1448,5.1501,10
1449,5.1132,10
1450,5.1034,10
1451,5.7145,10
1452,5.5815,10
1453,5.2753,10
1454,5.224,10
1455,5.5601,10
1456,5.322,10
1457,5.0829,10
1458,5.6907,10
1459,5.3257,10
1460,5.1348,10
1461,5.4843,10
1462,5.3091,10
1463,5.0829,10
1464,5.5828,10
1465,5.2933,10
1466,5.1596,10
1467,5.6687,10
1468,5.3116,10
1469,5.1388,10
1470,5.4532,10
1471,5.2964,10
1472,5.1388,10
1473,5.5948,10
1474,5.2888,10
1475,5.1146,10
1476,5.1652,10
1477,5.5892,10
1478,5.2464,10
1479,5.0514,10
1480,5.4652,10
1481,5.2185,10
1482,5.1366,10
1483,5.5547,10
1484,5.3249,10
1485,5.1158,10
1486,5.6519,10
1487,5.2572,10
1488,5.1253,10
1489,5.564,10
1490,5.3152,10
1491,5.1461,10
1492,5.4425,10
1493,5.1789,10
1494,5.1508,10
1495,5.469,10
1496,5.3351,10
1497,5.1038,10
1498,5.167,10
1499,5.6514,10
1500,5.7553,10
1501,5.048,10
1502,5.3135,10
1503,5.28,10
1504,5.0832,10
1505,5.5855,10
1506,5.3153,10
1507,5.1246,10
1508,5.5413,10
1509,5.3327,10
1510,5.1672,10
1511,5.6336,10
1512,5.2418,10
